,"Lake Mead NRA
Cottonwood Cove"
,"LAKE MEAD NAT'L REC AREA
LAS VEGAS BAY, NV"
Old Spanish National Historic Trail,"Old Spanish National Historic Trail
Boulder City, Nevada"
,"Old Spanish National Historic Trail
Boulder City, NV"
,"Old Spanish NHT
Lake Mead NRA, NV"
,"Old Spanish NHT
BLM Las Vegas Field Office, NV"
,"Old Spanish NHT
Red Rock Canyon Nat'l Conservation Area, NV"
,"Old Spanish National Historic Trail
Mesquite, NV"
Great Basin National Park,"GREAT BASIN NAT'L PARK
BAKER, NEVADA"
,"GREAT BASIN NATIONAL PARK
BAKER, NV"
,"GREAT BASIN NATIONAL PARK
BAKER, NV"
Lake Mead National Recreation Area,"LAKE MEAD NATIONAL RECREATION AREA
BOULDER CITY, NV"
,"Lake Mead National Recreation Area
Boulder City, NV"
,"LAKE MEAD NAT'L REC. AREA
BOULDER CITY, NEV."
,"LAKE MEAD NATIONAL RECREATION AREA
BOULDER CITY, NV"
Old Spanish National Historic Trail,"Old Spanish National Historic Trail
Las Vegas, NV"
,"Old Spanish National Historic Trail
Las Vegas, Nevada"
,"Old Spanish National Historic Trail
Las Vegas, NV"
New Hampshire,
Saint-Gaudens National Historic Site,"Saint-Gaudens National Historic Site
Cornish, NH"
Saint Gaudens National Historic Site,"SAINT GAUDENS NATIONAL HISTORIC SITE
CORNISH, N.H."
,"Saint-Gaudens National Historic Site
CORNISH, NH"
,"Saint -Gaudens Nat'l Historic Site
Cornish, NH"
,"Saint-Gaudens National Historic Site
Cornish, New Hampshire"
New Jersey,
Appalachian National Scenic Trail,"Delaware Water Gap NRA
Appalachian Trail"
"Crossroads of the American
Revolution NHA","Crossroads of the American Revolution NHA
New Jersey"
,"Crossroads of the American Revolution NHA
New Jersey"
,"Crossroads of the American Revolution NHA
New Jersey"
"Delaware Water Gap
National Recreation Area","Delaware Water Gap NRA
Kittatinny Point, NJ"
,"Delaware Water Gap NRA
Millbrook Village, NJ"
,"Delaware Water Gap NRA
Peters Valley"
,"Paterson Great Falls NHP
Paterson, NJ"
,"EDISON NHS
WEST ORANGE, NJ"
,"Thomas Edison NHP
Passport 25th Anniversary"
,"Thomas Edison National Historical Park
Laboratory Complex"
,"EDISON NATIONAL HISTORIC SITE
WEST ORANGE, NJ"
Gateway National Recreation Area,"Gateway NRA-Sandy Hook
Highlands, NJ"
"Great Egg Harbor Scenic
and Recreational River","Great Egg Harbor Scenic and Recreational River
New Jersey"
,"Maurice Scenic and Recreational River
New Jersey"
Middle Delaware National Scenic River,"Middle Delaware National Scenic River
Bushkill, PA"
Morristown National Historical Park,"Morristown NHP Jockey Hollow
Morristown, NJ"
,"Morristown National Historical Park
Morristow, NJ"
,"Morristown NHP
Passport 25th Anniversary"
"New Jersey Coastal
Heritage Trail Route","New Jersey Coastal Heritage Trail Route
(no bottom text)"
,"New Jersey Coastal Heritage Trail Route
(no bottom text)"
,"New Jersey Coastal Heritage Trail Route
(no bottom text)"
"Paterson Great Falls National
Historical Park","Paterson Great Falls NHP
Paterson, NJ"
,"Paterson Great Falls NHP
Paterson, NJ"
Pinelands National Reserve,"PINELANDS NATIONAL RESERVE
LEBANON STATE FOREST"
,"Pinelands National Reserve
New Jersey"
,"Pinelands National Reserve
New Jersey"
Appalachian National Scenic Trail,"Appalachian National Scenic Trail
Maine to Georgia"
"Delaware Water Gap Nat'l
Recreation Area","Delaware Water Gap Nat'l Recreation Area
KITTATINNY"
,"DELAWARE WATER GAP NRA
KITTATINNY, NJ"
,"Delaware Water Gap NRA
Kittatinny, NJ"
,"Delaware Water Gap Nat'l Recreation Area
Millbrook, NJ"
,"Delaware Water Gap NRA
Millbrook Village NJ"
,"Delaware Water Gap NRA
Millbrook, NJ"
,"Delaware Water Gap Nat'l Recreation Area
Millbrook, NJ"
,"DELAWARE WATER GAP NRA
KITTATINNY, NJ"
,"Delaware Water Gap NRA
Kittatinny, NJ"
Edison National Historic Site,"EDISON NATIONAL HISTORIC SITE
WEST ORANGE, NJ"
,"EDISON NAT'L HISTORIC SITE
WEST ORANGE, NJ"
,"Edison National Historic Site
West Orange, NJ"
,"Edison National Historic Site
West Orange, NJ"
Gateway National Recreation Area,"Gateway Nat'l Rec Area- Sandy Hook Unit
Highlands, NJ"
,"Gateway Nat'l Rec. Area - Sandy Hook
Highlands, NJ"
"Great Egg Harbor Scenic &
Recreational River ","Great Egg Harbor Scenic & Recreational River
New Jersey"
,"Great Egg Harbor Scenic and Recreational River
New Jersey"
"Maurice Scenic and Recreational
River","Maurice Scenic and Recreational River
New Jersey"
,"Maurice Scenic and Recreational River
New Jersey"
Morristown National Historical Park,"Morristown Nat'l Historical Park
Morristown, NJ"
,"Morristown Nat'l Historical Park
Morristown, NJ"
,"Morristown NHP - Jockey Hollow
Morristown, NJ"
,"MORRISTOWN NAT'L HISTORICAL PARK
MORRISTOWN, NJ"
,"MORRISTOWN NHP JOCKEY HOLLOW
MORRISTOWN, NJ 07960"
"New Jersey Coastal
Heritage Trail Route","New Jersey Coastal Heritage Trail Route
(no bottom text)"
Pinelands National Reserve,"PINELANDS NATIONAL RESERVE
NEW JERSEY"
,"Pinelands National Reserve
New Jersey"
New Mexico,
Aztec Ruins National Monument,"Aztec Ruins Nat'l Monument
Aztec, NM"
Bandelier National Monument,"Bandelier National Monument
Los Alamos, NM"
Capulin Volcano National Monument,"Capulin Volcano National Monument
Capulin, NM"
Carlsbad Caverns National Park,"Carlsbad Caverns National Park
Carlsbad, NM"
,"CARLSBAD CAVERNS NATIONAL PARK
CARLSBAD, N.M."
"Chaco Culture
National Historical Park","Chaco Culture NHP
Nageezi, NM"
El Camino Real de los Tejas NHT,"El Camino Real de los Tejas NHT
Texas"
"El Camino Real de Tierra Adentro
National Historic Trail","El Camino Real de Tierra Adentro NHT
Albuquerque Museum-Art & History, NM"
,"El Camino Real de Tierra Adentro NHT
Bosque del Apache National Wildlife Refuge, NM"
,"El Camino Real de Tierra Adentro NHT
Gutierrez-Hubbell House"
,"El Camino Real de Tierra Adentro NHT
Casa San Ysaidro, NM"
,"El Camino Real de Tierra Adentro NHT
Coronado State Monument, NM"
,"El Camino Real de Tierra Adentro NHT
El Camino Real Int'l Heritage Ctr, NM"
,"El Camino Real de Tierra Adentro NHT
El Rancho de las Golondrinas, NM"
,"El Camino Real de Tierra Adentro NHT
Farm and Ranch Heritage Museum"
,"El Camino Real de Tierra Adentro NHT
Fort Craig NHS, NM"
,"El Camino Real de Tierra Adentro NHT
Fort Selden, NM 88054"
,"El Camino Real de Tierra Adentro NHT
Mesilla Plaza, NM"
,"El Camino Real de Tierra Adentro NHT
Museum of Spanish Colonial Art, NM"
,"El Camino Real de Tierra Adentro NHT
Palace of the Governors, NM"
,"El Camino Real de Tierra Adentro NHT
Santa Fe, NM"
,"El Camino Real de Tierra Adentro NHT
Santa Fe, NM"
,"El Camino Real de Tierra Adentro NHT
Sevilleta National Wildlife Refuge, NM"
El Malpais National Monument,"EL MALPAIS NM & NCA
GRANTS, NM"
,"EL MALPAIS NM & NCA
GRANTS, NM"
,"El Malpais National Monument
Grants, NM"
El Morro National Monument,"El Morro Nat'l Monument
Ramah, NM"
Fort Union National Monument,"Fort Union National Monument
Watrous, NM"
"Gila Cliff Dwellings National
Monument","Gila Cliff Dwellings NM
Silver City, NM"
Kasha-Katuwa Tent Rocks National Monument,"KKTR Tent Rocks NM
Pueblo de Cochiti, NM"
NW New Mexico Visitor Center,"NW New Mexico Visitor Center
Grants, NM"
,"Old Spanish National Historic Trail
Abiquiu, NM"
,"Old Spanish National Historic Trail
Aztec, NM"
,"Santa Fe NHT
Capulin Volcano"
,"Old Spanish National Historic Trail
La Plata, NM"
,"Old Spanish National Historic Trail
Pilar, NM"
,"Old Spanish NHT
Rio Grande Gorge Visitor Center, NM"
,"Old Spanish National Historic Trail
Santa Fe, NM"
,"Old Spanish NHT
Public Lands Information Center, NM"
,"Old Spanish National Historic Trail
Santa Fe, New Mexico "
,"Old Spanish National Historic Trail
Santa Fe, NM"
,"Old Spanish National Historic Trail
Taos, NM"
,"Old Spanish NHT
BLM Taos Field Office, NM"
Pecos National Historical Park,"Pecos National Historical Park
PECOS, NM"
,"Pecos National Historical Park
150th Anniversary of the Civil War"
,"Pecos NHP
Route 66 pre 1937"
Petroglyph National Monument,"Stylized Pic of Petroglyph PETROGLYPH
NATIONAL MONUMENT"
,"Petroglyph NM
Passport 25th Anniversary"
,"Petroglyph National Monument
Albuquerque, NM"
,"PETROGLYPH NATIONAL MONUMENT
ALBUQUERQUE, NM"
"Salinas Pueblo Missions
National Monument","Salinas Pueblo Missions National Monument
Abo, NM"
,"Salinas Pueblo Missions Nat'l Monument
Gran Quivira, NM"
,"Salinas Pueblo Missions NM
Mountainair, NM"
,"Salinas Pueblo Missions Nat'l Monument
Quarai, NM"
Santa Fe National Historic Trail,"Santa Fe NHT
Capulin Volcano"
,"Santa Fe National Historic Trail
Cimarron, NM"
,"Santa Fe Nat'l Historic Trail
Ft. Union Nat'l Monument"
,"Santa Fe National Historic Trail
New Mexico"
,"Santa Fe NHT
Herzstein Memorial Museum, NM"
,"Santa Fe NHT
Kowa National Grassland, NM"
,"Santa Fe National Historic Trail
New Mexico"
,"Santa Fe NHT
Palace of the Governors, NM"
,"Santa Fe National Historic Trail
NM, CO, OK, KS, MO"
,"Santa Fe NHT
Pecos NHP, NM"
,"Santa Fe NHT
Museum of Spanish Colonial Art, NM"
,"Santa Fe National Historic Trail
NM,CO,OK,KS,MO"
,"Santa Fe National Historic Trail
Santa Fe, NM"
,"Santa Fe National Historic Trail
New Mexico"
,"Santa Fe NHT
Santa Fe Trail Museum, NM"
Trail of Tears National Historic Trail,"Trail of Tears National Historic Trail
NC,GA,TN, KY,AL,IL,MO,OK, AR"
White Sands National Monument,"White Sands National Monument
Alamogordo, NM"
,"WHITE SAND NATIONAL MONUMENT
ALAMOGORDO, N. MEX."
,"White Sands National Monument
Alamogordo, NM"
Aztec Ruins National Monument,"AZTEC RUINS NATIONAL MONUMENT
AZTEC, NM"
,"AZTEC RUINS NATIONAL MONUMENT
AZTEC, N. MEX."
,"Aztec Ruins National Monument
Aztec, NM"
,"AZTEC RUINS NAT'L MONUMENT
AZTEC, NM"
Bandelier National Monument,"BANDELIER NATIONAL MONUMENT
LOS ALAMOS, N. MEX"
,"BANDELIER NATIONAL MONUMENT
LOS ALAMOS, NM"
,"Bandelier National Monument
Los Alamos, NM"
,"BANDELIER NATIONAL MONUMENT
LOS ALAMOS, NM"
,"Bandelier NM
Passport 25th Anniversary"
Capulin Volcano National Monument,"CAPULIN VOLCANO NATIONAL MONUMENT
CAPULIN, NEW MECISO"
,"Capulin Volcano Nat'l Monument
Capulin, NM"
,"CAPULIN VOLCANO NAT'L MONUMENT
CAPULIN, NM"
,"CAPULIN VOLCANO NATIONAL MONUMENT
CAPULIN, NM"
Carlsbad Caverns National Park,"CARLSBAD CAVERNS NATIONAL PARK
CARLSBAD, N.MEX."
,"CARLSBAD CAVERNS NATIONAL PARK
CARLSBAD, NM"
,"Carlsbad Caverns Nat'l Park
"
,"Carlsbad Caverns Nat'l Park
Carlsbad, N Mexico"
,"Carlsbad Caverns National Park
Carlsbad, New Mexico"
,"Carlsbad Caverns NP
Carlsbad, NM"
Chaco Culture National Historic Park,"CHACO CULTURE NATIONAL HISTORIC PARK
BLOOMFIELD, N MEX"
,"Chaco Culture NHP
Nageezi, NM"
,"CHACO CULTURE NHP
NAGEEZI, NM"
El Malpais National Monument,"EL MALPAIS NATIONAL MONUMENT
GRANTS, NEW MEXICO"
,"EL MALPAIS NATIONAL MONUMENT
GRANTS, N M"
,"El Malpais NM & NCA
Grants, NM"
,"El Malpais NM and NCA
Grants, NM"
,"EL MALPAIS NM AND NCA
GRANTS, NM"
,"El Malpais NM and NCA
Grants, NM"
,"EL MALPAIS NM AND NCA
GRANTS, NM"
,"El Malpais NM & NCA
Grants, NM"
,"EL MALPAIS NM & NCA
GRANTS, NM"
,"El Malpais NM
Passport 25th Anniversary"
El Morro National Monument,"EL MORRO NATIONAL MONUMENT
RAMAH, N. MEX."
,"El Moro National Monument
Ramah, NM"
,"EL MORRO NATL MONUMENT
RAMAH, NM"
,"El Morro NM
Passport 25th Anniversary"
,"FORT UNION NATIONAL MONUMENT
WATROUS, NM"
"Gila Cliff Dwellings
National Monument","GILA CLIFF DWELLINGS NATIONAL MONUMENT
SILVER CITY, N. MEX"
,"GILA CLIFF DWELLINGS NAT'L MONUMENT
SILVER CITY, NM"
,"Gila Cliff Dwellings National Monument
Silver City, NM"
,"GILA CLIFF DWELLINGS NM
SILVER CITY, NM"
NW New Mexico Visitor Center,"NW NEW MEXICO VISITOR CENTER
GRANTS, NM"
Old Spanish National Historic Trail,"Old Spanish National Historic Trail
Aztec, New Mexico"
,"Old Spanish National Historic Trail
Pilar, NM"
Pecos National Historical Park,"PECOS NATIONAL MONUMENT
PECOS, N. MEX."
,"PECOS NATIONAL HISTORICAL PARK
PECOS, NM"
Petroglyph National Monument,"PETROGLYPH NAT'L. MONUMENT
ALBUQUERQUE, NM"
,"Petroglyph National Monument
Albuquerque, New Mexico"
,"PETROGLYPH NATIONAL MONUMENT
ALBUQUERQUE, NM"
,"Petroglyph National Monument
Albuquerque, NM"
,"Petroglyph National Monument
Boca Negro Canyon"
,"Petroglyph National Monument
Albuquerque NM"
,"PETROGLYPH NATIONAL MONUMENT
ALBUQUERQUE, NM"
,"Salinas Pueblo Missions Nat'l; Mon
Abo, NM"
,"Salinas Pueblo Missions Nat'l Monument
Abo, NM"
,"Salinas Pueblo Missions National Monument
Abo, NM"
,"Salinas Pueblo Missions National Monument
Abo, NM"
,"Salinas Pueblo Missions National Monument
Abo, NM"
,"Salinas Pueblo Missions Nat'l Monument
Abo, NM"
,"Salinas Pueblo Missions National Monument
Gran Quivira, NM"
,"Salinas Pueblo Missions National Monument
Gran Quivira, NM"
,"Salinas Pueblo Missions National Monument
Mountainair, NM"
,"Salinas Pueblo Missions Nat'l Monument
Mountainair, NM"
,"Salinas Pueblo Missions National Monument
Mountainair, NM"
,"Salinas Pueblo Missions Nat'l Monument
Quarai, NM"
,"Salinas Pueblo Missions Nat'l Monument
Gran Quivira, NM"
,"Salinas Pueblo Missions National Monument
Quarai, NM"
,"Salinas Pueblo Missions National Monument
Quarai, NM"
,"Salinas Pueblo Missions Nat'l Monument
Quarai, NM"
Santa Fe National Historic Trail,"Santa Fe National Historic Trail
Fort Union, NM"
,"SANTA FE NAT'L HISTORIC TRAIL
FORT UNION, NM"
,"Santa Fe National Historic Trail
NM, CO, OK, KS, MO"
,"SANTA FE NATIONAL HISTORIC TRAIL
NM, CO, OK, KS, MO"
,"Santa Fe Nat'l Historic Trail
Fort Union, NM"
,"SANTA FE NATIONAL HISTORIC TRAIL
NM,CO,OK,KS,MO"
Trail of Tears National Historic Trail,"Trail of Tears National Historic Trail
Arkansas"
White Sands National Monument,"WHITE SANDS NM
ALAMOGORDO, nm"
,"White Sands Nat'l Monument
Alamogordo, NM"
,"White Sands National Monument
Alamogordo, N Mex"
,"WHITE SANDS NAT'L. MONUMENT
ALAMOGORDO, NM"
,"WHITE SAND NATIONAL MONUMENT
ALAMOGORDO, NM"
,"WHITE SAND NATIONAL MONUMENT
ALAMOGORDO, NM"
,"WHITE SANDS NATIONAL MONUMENT
ALAMOGORDO, NM"
New York,
"African Burial Ground National
 Monument","African Burial Ground NM
Passport 25th Anniversary"
,"African Burial Ground NM
New York, NY"
Castle Clinton National Monument,"Castle Clinton National Monument
Noe York, NY"
,"Castle Clinton NM
New York, NY"
,"Castle Clinton NM
Passport 25th Anniversary"
"Eleanor Roosevelt
National Historic Site","Eleanor Roosevelt NHS
Hyde Park, NY"
,"Eleanor Roosevelt NHS
Passport 25th Anniversary"
,"Eleanore Roosevelt NHS
Hudson River Valley NHA"
Ellis Island National Monument,"Ellis Island
N.J /N.Y."
,"Ellis Island
N.J /N.Y."
,"Ellis Island
N.J. / N.Y."
,"Statue of Liberty NM
New York, NY"
"Erie Canalway
National Heritage Corridor","Erie Canalway NHC
AKWAABA"
,"Erie Canalway NHC
Amherst Museum"
,"Erie Canalway NHC
Burden Iron Works"
,"Erie Canalway NHC
Camillus Erie Canal Park"
,"Erie Canalway NHC
Canastota Canal Town Museum, "
,"Erie Canalway NHC
Chittenango Landing Canal Boat Museum"
,"Erie Canalway NHC
Day Peckinpaugh"
,"Erie Canalway NHC
Erie Canal Discovery Center"
,"Erie Canalway NHC
Erie Canal Museum"
,"Erie Canalway NHC
Historic Palymra Museums"
,"Erie Canalway NHC
Lockport Cave & Underground Boat Ride"
,"Erie Canalway NHC
Mabee Farm HS"
,"Erie Canalway NHC
Mary Jemison"
,"Erie Canalway NHC
Port of Newark Canal Park"
,"Erie Canalway NHC
Riverspark VC"
,"Erie Canalway NHC
Rochester Museum & Science Center"
,"Erie Canalway NHC
Rome, NY"
,"Erie Canalway NHC
Sam Patch"
,"Erie Canalway NHS
Sch'dy CHS History Museum"
,"Erie Canalway NHC
Schoharie Crossing SHS"
,"Erie Canalway NHC
Seneca Falls, NY"
,"Erie Canalway NHC
Seneca Museum of Industry & Waterways"
,"Erie Canalway NHC
Spencerport Depot & Canal Museum"
,"Erie Canalway NHC
Stillwater, NY"
,"Erie Canalway NHC
Syracuse, NY"
,"Erie Canalway NHC
Theodore Roosevelt Inaugural NHS"
,"Erie Canalway NHS
UGR History Project"
,"Erie Canalway NHC
Waterford, NY"
,"Erie Canalway NHC
Erie Canalway Visitor Center"
,"Erie Canalway NHC
NPS Rails & Trails"
,"Erie Canalway NHC
Waterford Harbor VC"
Federal Hall National Memorial,"Federal Hall National Memorial
New York, NY"
,"Federal Hall National Memorial
New York, NY"
Fire Island National Seashore,"Fire Island National Seashore
Lighthouse"
,"Fire Island National Seashore
Patchogue, NY"
,"Fire Island National Seashore
Wilderness"
,"Fire Island National Seashore
William Floyd Estate"
Fort Stanwix National Monument,"Fort Stanwix National Monument
Rome, NY"
,"Fort Stanwix NM
Passport 25th Anniversary"
Gateway National Recreation Area,"Gateway NRA - Floyd Bennett Field
Brooklyn, NY"
,"Gateway NRA
Camp Gateway, -Floyd Bennett Field"
,"Gateway NRA-Floyd Bennett Field
Brooklyn, NY"
,"Gateway National Recreation Area
Breezy Point, NY"
,"Gateway NRA
Ryan Center, Floyd Bennett Field"
,"Gateway Nat'l Recreation Area
Ft. Wadsworth"
,"Gateway NRA
Camp Gateway-Fort Wadsworth"
,"Gateway NRA
Camp Gateway-Sandy Hook"
,"Gateway NRA-Wildlife Refuge District
Queens, NY"
,"Gateway NRA
Great Kills Park"
,"Gateway NRA - Great Kills Park
Staten Island, NY"
,"Gateway NRA
Miller Field"
General Grant National Memorial,"General Grant National Memorial
New York, NY"
,"General Grant N MEM
Passport 25th Anniversary"
"Governors Island National
Monument","Governors Island NM
New York, NY"
,"Governors Island NM
New York, NY"
,"Governors Island NM
Passport 25th Anniversary"
Hamilton Grange National Memorial,"Hamilton Grange National Memorial
New York, NY"
,"Hamilton Grange N MEM
Passport 25th Anniversary"
,"Hamilton Grange National Memorial
New York, NY"
,"Hamilton Grange NM
New York, NY"
"Home of Franklin D Roosevelt
National Historic Site","Home of Franklin D. Roosevelt NHS
Hyde Park, NY"
Hudson River Valley National Heritage Area,"Albany Institute History & Art
Hudson River Valley NHA"
,"Albany, NY
Hudson River Valley NHA"
,"Bear Mt. State Park
Hudson River Valley NHA"
,"Boscobel
Hudson River Valley NHA"
,"Bronck Museum
Hudson River Valley NHA"
,"Burden Iron Works
Hudson River Valley NHA"
,"Caramoor House Museum
Hudson River Valley NHA"
,"Cherry Hill
Hudson River Valley NHA"
,"Hudson River Valley NHA
Clermont SHS"
,"Clove Furnace Site
Hudson River Valley NHA"
,"Cohoes Riverspark VC
Hudson River Valley NHA"
,"Crailo SHS
Hudson River Valley NHA"
,"DeWint House
Hudson River Valley NHA"
,"D & H Canal Museum
Hudson River Valley NHA"
,"Donald Kendall Sculpture Grdn.
Hudson River Valley NHA"
,"Dorsky Museum of Art
Hudson River Valley NHA"
,"Eleanor Roosevelt NHS
Hudson River Valley NHA"
,"FASNY Museum of Firefighting
Hudson River Valley NHA"
,"FDR Home NHS
Hudson River Valley NHA"
,"FDR Presidential Library
Hudson River Valley NHA"
,"Foundry School
Hudson River Valley NHA"
,"Ft. Montgomery SHS
Hudson River Valley NHA"
,"Hudson River Valley NHA
Gomez Mill House"
,"Harness Racing Museum & Hall of Fame
Hudson River Valley NHA"
,"Hist Soc Rockland Co
Hudson River Valley NHA"
,"Hudson Highlands Nature Museum
Hudson River Valley NHA"
,"Hudson River Maritime Museum
Hudson River Valley NHA"
,"Hudson River Museum
Hudson River Valley NHA"
,"Hudson River Valley NHA
Hudson River Museum"
,"Hudson River Valley NHA
Hudson River Museum"
,"Hudson River Valley NHA
Jay Heritage Center"
,"John Jay SHS
Hudson River Valley NHA"
,"Katonah Museum of Art
Hudson River Valley NHA"
,"Knox's Headquarters SHS
Hudson River Valley NHA"
,"Locust Grove
Hudson River Valley NHA"
,"Luykas Van Alen House
Hudson River Valley NHA"
,"Lyndhurst NTHS
Hudson River Valley NHA"
,"Manitoba
Hudson River Valley NHA"
,"Martin Van Buren NHS
Hudson River Valley NHA"
,"Montgomery Place
Hudson River Valley NHA"
,"Mount Gulian Historic Site
Hudson River Valley NHA"
,"Nat'l Purple Heart Hall of Honor
Hudson River Valley NHA"
,"New Windsor Cantonment State HS
Hudson River Valley NHA"
,"NYS Capitol
Hudson River Valley NHA"
,"Olana SHS
Hudson River Valley NHA"
,"Hudson River Valley NHA
Opus 40"
,"Poet's Walk
Hudson River Valley NHA"
,"Rensselaer Co Hist Soc
Hudson River Valley NHA"
,"Schuyler Mansion SHS
Hudson River Valley NHA"
,"Senate House SHS
Hudson River Valley NHA"
,"Slabsides
Hudson River Valley NHA"
,"Staatsburgh State HS
Hudson River Valley NHA"
,"Stony Point Battlefield SHS
Hudson River Valley NHA"
,"Ten Broeck Mansion
Hudson River Valley NHA"
,"Thomas Cole NHS
Hudson River Valley NHA"
,"USS Slater DE766
Hudson River Valley NHA"
,"Vanderbilt NHS
Hudson River Valley NHA"
,"Van Wyck Homestead
Hudson River Valley NHA"
,"Washington's Headquarters SHS
Hudson River Valley NHA"
,"West Point Foundry Preserve
Hudson River Valley NHA"
,"West Point Museum
Hudson River Valley NHA"
,"Wilderstein
Hudson River Valley NHA"
"Lower East Side Tenement Museum
National Historic Site","LOWER EAST SIDE TENEMENT MUSEUM NHS
NEW YORK, NY"
"Martin Van Buren
National Historic Site","Martin Van Buren National Historic Site
Kinderhook, NY"
,"Martin Van Buren NHS
Passport 25th Anniversary"
Niagara Falls NHA,"Niagara Falls National Heritage Area
Lewiston, NY"
,"Niagara Falls National Heritage Area
Niagara Falls, NY"
,"Niagara Falls National Heritage Area
Youngstown, NY"
North Country National Scenic Trail,"North Country National Scenic Trail
New York"
,"North Country National Scenic Trail
New York"
Sagamore Hill National Historic Site,"Sagamore Hill National Historic Site
Oyster Bay, NY"
,"Sagamore Hill NHS
Roosevelt Museum at Old Orchard"
,"Sagamore Hill National Historic Site
50th Anniversary 1962-2012"
,"Sagamore Hill NHS
Oyster Bay, NY"
,"Sagamore Hill NHS
Roosevelt Museum at Old Orchard"
,"Sagamore Hill NHS
Sagamore Hill Nature Trail"
,"Sagamore Hill NHS
Sagamore Hill Nature Trail"
,"Sagamore Hill NHS
50th Anniversary 1`962-2012"
"Saint Paul's Church
National Historic Site","Manhattan Sites St. Paul's Church NHS
Mount Vernon, NY"
Saratoga National Historical Park,"Saratoga Nat'l Historical Park
Stillwater, NY"
,"Saratoga NHP
Passport 25th Anniversary"
,"Saratoga NHP
Adirondack"
Statue of Liberty National Monument,"Statue of Liberty NM
New York, N.Y."
,"Statue of Liberty NM
Passport 25th Anniversary"
"Theodore Roosevelt Birthplace
National Historic Site","Theodore Roosevelt Birthplace NHS
New York, NY"
,"Theodore Roosevelt Birthplace NHS
Passport 25th Anniversary"
"Theodore Roosevelt Inaugural
National Historic Site","Theodore Roosevelt Inaugural NHS
Buffalo, NY"
Thomas Cole House National Historic Site,"Thomas Cole National Historic Site
Catskill, NY"
"Upper Delaware Scenic
& Recreational River","Upper Delaware Scenic & Recreational River
Beach Lake, PA"
,"Upper Delaware SRR
Beach Lake, PA"
,"Upper Delaware SRR
Zane Grey Museum"
,"Upper Delaware Scenic & Recreational River
Zane Grey Museum"
,"Upper Delaware S&RR
Beach Lake, PA"
,"Upper Delaware S&RR
Zane Grey Museum"
"Vanderbilt Mansion
National Historic Site","Vanderbilt Mansion NHS
Hyde Park, NY"
,"Vanderbilt Mansion NHS
Passport 25th anniversary"
,"Vanderbilt Mansion NHS
Adirondack"
,"Vanderbilt Mansion NHS
Trails & Rails"
"Women's Rights
National Historical Park","Women's Rights NHP
Seneca Falls, NY"
,"Women Rights NHP
Underground RR Freedom Network"
,"M'Clintock House-Women's Rights NHP
Waterloo, NY"
,"Women Rights NHP
Underground RR Freedom Network"
"African Burial Ground National
 Monument","African Burial Ground National Monument
New York, New York"
Castle Clinton National Monument,"CASTLE CLINTON NATIONAL MONUMENT
NEW YORK, N.Y."
,"Castle Clinton National Monument
New York, NY"
,"Manhattan Sites-Castle Clinton NM
New York, NY"
"Eleanor Roosevelt National Historic
Site","Eleanor Roosevelt Nat'l Hist. Site
Hyde Park, NY"
Ellis Island,"ELLIS ISLAND
NEW YORK, NY"
,"Ellis Island
New York, NY"
"Erie Canalway
National Heritage Corridor","Erie Canalway NHC
Buffalo, NY"
Federal Hall National Monument,"FEDERAL HALL NATIONALMEMORIAL
NEW YORK, N.Y."
,"Manhattan Sites-Federal Hall NM
New York NY"
,"FEDERAL HALL N MEM
NEW YORK, NY"
,"FEDERAL HALL N MEM
NEW YORK, NY"
,"Federal Hall National Memorial
New York, NY"
Fire Island National Seashore,"Fire Island National Seashore
Fire Island"
,"Fire Island National Seashore
New York, New York"
,"Fire Island National Seashore
New York"
,"FIRE ISLAND
NATIONAL SEASHORE"
,"Fire Island National Seashore
Lighthouse"
,"Fire Island National Seashore
Patchogue, NY"
,"Fire Island National Seashore
New York"
,"Fire Island National Seashore
New York"
,"Fire Island National Seashore
Wilderness"
,"Fire Island National Seashore
Long Island, NY"
,"Fire Island National Seashore
Long Island, NY"
Fort Sranwix National Monument,"Fort Stanwix Nat'l Monument
Rome, NY"
Gateway National Recreation Area,"GATEWAY NRS-WILDLIFE REFUGE
BROOKLYN, N.Y."
,"Gateway NRA-Floyd Bennett Field
Brooklyn NY 11234"
,"Gateway National Recreation Area
Breezy Point, Ft. Tilden NY"
,"Floyd Bennett Field
Gateway National Recreation Area"
,"GATEWAY NAT'L RECREATION AREA
FT. WADSWORTH"
,"Gateway NRA - Great Kills Park
Staten Island, NY"
,"Gateway NRA - Miller Field
Staten Island, NY"
,"GATEWAY NRA
STATEN ISLAND, NY"
,"Gateway NRA
Passport 25th Anniversary"
General Grant National Memorial,"Manhattan Sites-General Grant Nat'l Memorial
New York, NY "
,"GENERAL GRANT MEMORIAL
NEW YORK, N.Y."
,"General Grant National Memorial
New York, NY"
,"GENERAL GRANT NATIONAL MEMORIAL
NEW YORK, NY"
,"Manhattan Sites-General Grant NM
New York, NY"
,"GENERAL GRANT NATIONAL MEMORIAL
NEW YORK, NY"
,"General Grant National Memorial
New York, NY"
,"General Grant Manhattan Sites
New York, NY"
,"Manhattan Sites General Grant
New York, NY"
Hamitlont Grange National Memorial,"HAMILTON GRANGE NATIONAL MEMORIAL
NEW YORK, N.Y."
"Home of Franklin D Roosevelt
National Historic Site","Home of Franklin D Roosevelt Nat'l Hist Site
Hyde Park, NY"
